SELL,-0.0386,0.0619,-0.0529
BUY,0.2506,0.3475,-0.046
SELL,-0.0431,0.0352,-0.0437
BUY,-0.1369,0.0595,-0.1453
SELL,-0.2528,0.0362,-0.2721
BUY,0.1654,0.2542,-0.0118
SELL,-0.0498,0.011,-0.0504
BUY,0.1386,0.2547,-0.0491
SELL,-0.0206,0.088,-0.0215
BUY,0.0343,0.1016,-0.0112
SELL,-0.0327,0.0218,-0.0337
BUY,-0.0744,0.0146,-0.0777
SELL,-0.1112,0.0201,-0.1123
BUY,0.1436,0.2227,-0.0041
SELL,-0.0317,0.0379,-0.0339
BUY,-0.0183,0.0245,-0.0295
SELL,-0.0342,0.0052,-0.0346
BUY,-0.035,0.0131,-0.052
SELL,-0.0146,0.0134,-0.0189
BUY,0.1316,0.2167,-0.0143
SELL,-0.0153,0.021,-0.0149
BUY,-0.0196,0.009,-0.0205
SELL,-0.0409,0.0028,-0.0419
BUY,0.3097,0.5371,-0.0009
SELL,0.0913,0.1963,-0.1204
BUY,-0.008,0.0119,-0.0097
SELL,-0.0127,0.0426,-0.013
BUY,-0.0478,0.0649,-0.0587
SELL,-0.0662,0.0617,-0.0686
BUY,0.0131,0.1656,-0.0369
SELL,-0.0256,0.0441,-0.0256
BUY,-0.0286,0.0061,-0.04
SELL,-0.0144,0.0029,-0.0187
BUY,0.5602,0.7181,-0.0142
SELL,0.0309,0.1896,-0.0351
BUY,0.0892,0.2023,-0.1006
SELL,-0.0495,0.0505,-0.0736
BUY,-0.0121,0.0197,-0.0132
SELL,0.0526,0.1315,-0.0085
BUY,0.0514,0.089,-0.0187
SELL,-0.0191,0.0085,-0.0311
BUY,-0.002,0.0249,-0.0072
SELL,-0.0061,0.0062,-0.0057
BUY,-0.0029,0.0114,-0.0071
SELL,0.0101,0.0428,-0.0025
BUY,-0.0054,0.0003,-0.0113
SELL,-0.0011,0.0229,-0.0049
BUY,-0.0082,0.0247,-0.0121
SELL,0.0037,0.0385,-0.0172
BUY,0.0356,0.0728,-0.0034
SELL,-0.0084,0.0009,-0.0087
BUY,-0.0035,0.0226,-0.0095
SELL,-0.0091,0,-0.0096
BUY,0.0227,0.0769,-0.0019
SELL,-0.0068,0.0265,-0.014
BUY,-0.0055,0.0062,-0.0065
SELL,0.16,0.2403,-0.0025
BUY,0.0204,0.0881,-0.0037
SELL,-0.027,0.0114,-0.0299
BUY,0.0389,0.0755,-0.0057
SELL,-0.0133,0.0075,-0.0166
BUY,-0.0088,0.0308,-0.0108
SELL,-0.0497,0.0675,-0.0495
BUY,-0.0647,0.0013,-0.0676
SELL,0.3502,0.4822,-0.0414
BUY,0.0445,0.089,-0.0164
SELL,0.0038,0.06,-0.0075
BUY,-0.037,0.006,-0.0471
SELL,-0.011,0.041,-0.014
BUY,-0.0173,0.0023,-0.0228
SELL,-0.0071,0.0042,-0.0073
BUY,-0.0072,0.0129,-0.0105
SELL,-0.0096,0.1404,-0.0178
BUY,-0.017,0.0562,-0.0213
SELL,-0.0058,0.0331,-0.0113
BUY,-0.0077,0.0019,-0.0095
SELL,-0.0089,0,-0.0096
BUY,0.1021,0.1462,-0.0022
SELL,0.0096,0.0423,-0.0006
BUY,-0.0046,0.0062,-0.0055
SELL,0.1093,0.2651,-0.0036
BUY,-0.0351,0.0174,-0.0357
SELL,-0.014,0.1047,-0.0199
BUY,0.0177,0.0728,-0.0074
SELL,-0.0065,0.0196,-0.0166
BUY,-0.0138,0.0002,-0.015
SELL,0.0151,0.0525,-0.0004
BUY,0.0199,0.0592,-0.0006
SELL,-0.0003,0.0437,-0.0032
BUY,-0.0139,0.0139,-0.0162
SELL,-0.0024,0.0192,-0.0101
BUY,-0.0083,0.0247,-0.0118
SELL,0.0155,0.055,-0.0004
BUY,-0.0079,0.0366,-0.0123
SELL,0.0114,0.0482,-0.0052
BUY,-0.0058,0.0118,-0.0104
SELL,0.0146,0.0489,-0.0015
BUY,-0.0097,0.0035,-0.0098
SELL,-0.0121,0.0204,-0.0117
BUY,-0.0473,0.0074,-0.0478
SELL,-0.0004,0.0458,-0.0119
BUY,0.2619,0.3335,-0.0041
SELL,-0.0309,0.0098,-0.0304
BUY,0.0238,0.0676,-0.0043
SELL,0.0495,0.0836,-0.0157
BUY,0.0004,0.0291,-0.0026
SELL,-0.0115,0.0403,-0.0127
BUY,0.1574,0.191,-0.0194
SELL,0.0042,0.0372,-0.0163
BUY,0.0254,0.0662,-0.0026
SELL,-0.0172,0.0005,-0.0175
