BUY,-0.0129,0.0035,-0.0155
SELL,-0.0055,0.025,-0.0077
BUY,-0.0103,0.0255,-0.0121
SELL,0.0125,0.0536,-0.0169
BUY,0.0532,0.0873,-0.0083
SELL,-0.0127,0.004,-0.015
BUY,0.0076,0.0343,-0.0008
SELL,-0.0067,0.0037,-0.0075
BUY,-0.0075,0.0031,-0.011
SELL,-0.0066,0.0084,-0.0078
BUY,-0.0141,0.0071,-0.0139
SELL,-0.0001,0.0351,-0.0004
BUY,-0.015,0.011,-0.0151
SELL,0.0021,0.0381,-0.0021
BUY,0.0051,0.0351,-0.0004
SELL,-0.0119,0.0099,-0.0121
BUY,-0.0085,0.0123,-0.0093
SELL,-0.0028,0.0208,-0.0063
BUY,-0.0148,0.0038,-0.0161
SELL,0.0035,0.0265,-0.0099
BUY,-0.0075,0.0049,-0.0072
SELL,-0.0265,0,-0.0285
BUY,0.0007,0.0385,-0.0087
SELL,-0.0197,0.0047,-0.0195
BUY,0.0011,0.0316,-0.0057
SELL,-0.0112,0.0003,-0.0139
BUY,-0.0065,0.004,-0.0071
SELL,-0.02,0.0062,-0.0219
BUY,0.0079,0.0423,-0.0023
SELL,0.1046,0.1752,-0.0056
BUY,-0.0112,0,-0.0127
SELL,-0.0173,0.0132,-0.0177
BUY,-0.0232,0.0023,-0.0244
SELL,-0.0274,0.0039,-0.0316
BUY,-0.0244,0.0023,-0.0256
SELL,-0.0011,0.0406,-0.0383
BUY,0.0491,0.0723,-0.0033
SELL,-0.0076,0.0084,-0.0164
BUY,-0.0074,0.0074,-0.0097
SELL,-0.0047,0.0156,-0.0061
BUY,-0.0078,0.0241,-0.0108
SELL,0.0857,0.1658,-0.0102
BUY,-0.0111,0.0439,-0.0136
SELL,-0.0124,0.0483,-0.0239
BUY,-0.0058,0.0246,-0.0143
SELL,0.0137,0.054,-0.0083
BUY,-0.0104,0.0029,-0.0142
SELL,-0.0078,0.0265,-0.0093
BUY,0.124,0.1641,-0.0022
SELL,-0.0118,0.004,-0.0122
BUY,0.13,0.1675,-0.0255
SELL,-0.0078,0.0053,-0.0087
BUY,0.0252,0.0556,-0.0185
SELL,-0.0134,0.0341,-0.0165
BUY,0.0591,0.107,-0.0052
SELL,-0.0114,0,-0.019
BUY,-0.0082,0,-0.01
SELL,-0.0072,0.0262,-0.0139
BUY,0.0234,0.101,-0.0184
SELL,0.0081,0.0456,-0.0221
BUY,0.0059,0.0303,-0.0032
SELL,-0.0105,0.0732,-0.0126
BUY,-0.0298,0.0001,-0.0351
SELL,-0.0163,0.0045,-0.016
BUY,-0.0115,0.0084,-0.0126
SELL,-0.0064,0.0212,-0.0076
BUY,-0.0287,0,-0.033
SELL,-0.0289,0.0088,-0.0437
BUY,0.003,0.0436,-0.0015
SELL,0.0054,0.0305,-0.0252
BUY,0.0551,0.1243,-0.003
SELL,0.0032,0.0396,-0.0111
BUY,-0.0115,0.0052,-0.0127
SELL,-0.0067,0,-0.0077
BUY,-0.002,0.0006,-0.002
SELL,-0.0154,0,-0.0174
BUY,-0.0169,0.0012,-0.0185
SELL,-0.0079,0.0078,-0.0094
BUY,0.0039,0.027,-0.0041
SELL,0.0983,0.1423,-0.0006
BUY,-0.0094,0.006,-0.0117
SELL,-0.0262,0.0089,-0.0275
BUY,-0.0138,0.0062,-0.0155
SELL,-0.0095,0.0005,-0.0113
BUY,-0.0097,0.0144,-0.0106
SELL,0.0098,0.0565,-0.0173
BUY,-0.0074,0.0239,-0.0177
SELL,0.0484,0.0749,-0.0052
BUY,0.0256,0.08,-0.0004
SELL,-0.0127,0.0021,-0.02
BUY,-0.0128,0.0121,-0.0136
SELL,0.0895,0.2691,-0.002
BUY,-0.0206,0.0149,-0.0226
SELL,-0.0127,0.0302,-0.0189
BUY,-0.0231,0.0087,-0.0263
SELL,0.0045,0.0576,-0.0147
BUY,-0.0167,0.0282,-0.017
SELL,0.0035,0.0604,-0.0156
BUY,-0.0172,0.0074,-0.0182
SELL,-0.0236,0.0206,-0.0355
BUY,-0.015,0.0163,-0.0169
SELL,0.0164,0.0526,-0.0089
BUY,-0.0039,0.0191,-0.0076
SELL,-0.0058,0.0024,-0.0057
BUY,-0.0133,0.0229,-0.0205
SELL,-0.0143,0.0226,-0.0196
BUY,0.0187,0.048,-0.0014
SELL,-0.0097,0.0035,-0.0128
BUY,0.0339,0.0656,-0.0037
SELL,-0.0145,0.0008,-0.0171
BUY,-0.0144,0.0012,-0.015
SELL,-0.0107,0.0188,-0.0154
BUY,-0.0108,0.0254,-0.0132
SELL,0.0515,0.0878,-0.0029
BUY,-0.0113,0.0044,-0.0132
SELL,-0.0156,0.0096,-0.0171
BUY,-0.0206,0.0139,-0.0205
SELL,-0.0123,0.0273,-0.0134
BUY,-0.013,0.0095,-0.0151
SELL,-0.0198,0.0009,-0.0213
BUY,-0.0215,0.0042,-0.0241
SELL,-0.0024,0.0235,-0.0169
BUY,-0.0094,0.0139,-0.009
SELL,-0.0081,0.0205,-0.0085
BUY,-0.0152,0.0049,-0.0191
SELL,-0.0133,0.005,-0.0158
BUY,-0.0098,0.002,-0.0097
SELL,0.0889,0.1247,-0.0041
BUY,-0.0086,0.0146,-0.0088
SELL,-0.0086,0.0046,-0.0089
BUY,-0.0128,0.0021,-0.0154
SELL,-0.0136,0.0484,-0.0141
BUY,-0.0195,0.0118,-0.0191
SELL,-0.0276,0.0018,-0.0272
BUY,0.0076,0.0453,-0.0049
SELL,-0.0043,0.0245,-0.0065
BUY,-0.0093,0.0191,-0.0102
SELL,-0.0174,0,-0.0196
BUY,-0.0098,0.0038,-0.0097
SELL,0.0146,0.0376,-0.0082
BUY,-0.0144,0.0096,-0.0168
SELL,-0.0138,0.0129,-0.0166
BUY,-0.007,0.0073,-0.0097
SELL,-0.0106,0.0097,-0.0122
BUY,-0.0261,0.0259,-0.0259
SELL,0.1196,0.1772,-0.0055
BUY,-0.0348,0,-0.0361
SELL,-0.0311,0.0618,-0.0381
BUY,-0.0084,0.0757,-0.0142
SELL,-0.0272,0.01,-0.0274
BUY,-0.0058,0.0098,-0.0088
SELL,-0.0119,0.0299,-0.0228
BUY,0.0115,0.0451,-0.0119
SELL,-0.0057,0.023,-0.0201
BUY,-0.0008,0.0423,-0.0027
SELL,0.0028,0.0377,-0.0033
BUY,0.1613,0.2207,-0.0075
SELL,-0.0418,0.0101,-0.0477
BUY,-0.0545,0.0092,-0.063
SELL,0.01,0.0332,-0.022
BUY,-0.0079,0.0067,-0.0093
SELL,-0.0132,0.0096,-0.0128
BUY,0.0185,0.0476,-0.0078
SELL,0.0954,0.1283,-0.0106
BUY,-0.0129,0.0001,-0.0132
SELL,0.0223,0.0656,-0.01
BUY,-0.008,0.0329,-0.0078
SELL,-0.0173,0.0899,-0.0612
BUY,0.0104,0.0514,-0.016
SELL,-0.0048,0.0146,-0.0094
BUY,-0.0104,0.0233,-0.0113
SELL,-0.0331,0.0413,-0.0342
BUY,0.0831,0.139,-0.0058
SELL,-0.0099,0.0013,-0.0126
BUY,-0.0112,0.0117,-0.0137
SELL,0.0941,0.1281,-0.0017
BUY,-0.0448,0.013,-0.0474
SELL,-0.0449,0.0035,-0.0555
BUY,0.0322,0.0927,-0.0012
SELL,0.0072,0.0491,-0.0018
BUY,-0.0311,0.0078,-0.033
SELL,-0.0108,0.0293,-0.02
BUY,-0.0117,0.005,-0.0125
SELL,-0.009,0.0059,-0.0111
BUY,-0.0167,0.0238,-0.0229
SELL,-0.0185,0.0022,-0.0192
BUY,0.0309,0.0696,-0.0056
SELL,-0.0277,0.0032,-0.028
BUY,-0.0085,0.0257,-0.0111
SELL,-0.0075,0.0139,-0.0161
BUY,0.0114,0.0501,-0.0111
SELL,-0.0111,0.001,-0.011
BUY,-0.0045,0.0119,-0.0089
SELL,-0.0079,0,-0.0077
BUY,0.1096,0.1367,-0.0016
SELL,0.0107,0.06,-0.0138
BUY,-0.0149,0.0148,-0.02
SELL,-0.013,0.0069,-0.0155
BUY,-0.0123,0.0221,-0.015
SELL,-0.01,0.0164,-0.011
BUY,-0.0096,0.0187,-0.0111
SELL,0.117,0.1462,-0.0057
BUY,-0.0011,0.0262,-0.0051
SELL,0.0062,0.0495,-0.0095
BUY,0.0181,0.0491,-0.0004
SELL,-0.0063,0.0004,-0.0074
BUY,0.0054,0.0425,-0.0015
SELL,0.0371,0.0789,-0.0026
BUY,-0.0159,0.0224,-0.0171
SELL,-0.0022,0.0404,-0.0049
BUY,-0.02,0.0015,-0.0215
SELL,-0.0166,0.0029,-0.0212
BUY,-0.0065,0.0173,-0.0084
SELL,-0.02,0.0011,-0.0354
BUY,-0.0153,0.0158,-0.0167
SELL,0.0154,0.0447,-0.0071
BUY,-0.0103,0.0167,-0.0119
SELL,-0.015,0.0022,-0.0204
BUY,-0.0095,0,-0.0144
SELL,-0.0094,0.0215,-0.0104
BUY,-0.0129,0.0345,-0.0151
SELL,0.2094,0.3382,-0.0007
BUY,-0.0259,0.0406,-0.0289
SELL,-0.0196,0.0136,-0.0271
BUY,-0.0059,0.0009,-0.0066
SELL,-0.0053,0.0022,-0.0123
BUY,-0.0037,0.004,-0.0036
SELL,-0.0103,0.0002,-0.0112
BUY,-0.0207,0.019,-0.0256
SELL,-0.0329,0.0021,-0.0361
BUY,-0.0146,0.0048,-0.0159
SELL,0.0116,0.0486,-0.0041
BUY,-0.0097,0.0342,-0.0118
SELL,-0.0232,0.0259,-0.0252
BUY,-0.031,0.0172,-0.0334
SELL,-0.017,0.0192,-0.0222
BUY,-0.0185,0.0187,-0.0181
SELL,-0.0152,0.0399,-0.0217
BUY,-0.0076,0,-0.0086
SELL,0.0072,0.0379,-0.0028
BUY,0.0598,0.1119,-0.0073
SELL,0.008,0.0522,-0.0013
BUY,-0.0278,0.0011,-0.0301
SELL,-0.0265,0.0181,-0.0284
BUY,-0.0141,0.0379,-0.015
SELL,-0.031,0.0333,-0.0419
BUY,-0.0291,0.016,-0.0405
SELL,-0.0192,0.0047,-0.0233
BUY,-0.0189,0.0006,-0.0204
SELL,0.3294,0.4176,-0.0168
BUY,0.0072,0.0728,-0.0307
SELL,-0.02,0.0222,-0.0239
BUY,-0.017,0.0039,-0.0179
SELL,-0.0038,0.0335,-0.0058
BUY,-0.0079,0.0039,-0.0086
SELL,-0.009,0.0099,-0.0143
BUY,-0.0381,0.0651,-0.0385
SELL,-0.0109,0.0601,-0.0585
BUY,0.0624,0.1281,-0.0346
SELL,0.061,0.1095,-0.0094
BUY,0.0775,0.1436,-0.0156
SELL,-0.0151,0.0007,-0.0184
BUY,0.0573,0.1144,-0.0095
SELL,-0.0085,0.0018,-0.0341
BUY,-0.0064,0.0048,-0.0071
SELL,-0.0087,0.032,-0.012
BUY,-0.0339,0.0208,-0.0393
