-0.0239,0.01,-0.0289
-0.0002,0.0469,-0.0276
-0.0185,0.0239,-0.0238
0.0204,0.0644,-0.0004
0.002,0.061,-0.0026
0.097,0.2653,-0.0307
-0.0253,0.0288,-0.0256
-0.0039,0.0504,-0.0404
-0.0218,0.0275,-0.0276
-0.007,0.0562,-0.0187
-0.0223,0.0163,-0.0244
-0.0055,0.0456,-0.0086
-0.0322,0.01,-0.037
-0.0355,0.0161,-0.0389
0.0426,0.0808,-0.0004
-0.0164,0.0133,-0.0211
-0.0203,0.0254,-0.0238
0.0269,0.079,-0.0031
-0.0321,0.0017,-0.032
-0.0189,0.0273,-0.0219
-0.0241,0.0042,-0.0253
-0.015,0.0209,-0.0174
-0.0349,0.0039,-0.0393
0.0675,0.1138,-0.0296
-0.0281,0.0036,-0.0307
-0.026,0.044,-0.0303
0.005,0.0453,-0.0049
-0.0167,0.022,-0.0173
-0.0189,0.0092,-0.0188
0.0046,0.0342,-0.0212
-0.0261,0.0259,-0.0259
0.0984,0.2027,-0.0055
-0.0363,0.0454,-0.0402
-0.0529,0.01,-0.0552
-0.0254,0.0257,-0.025
-0.0416,0.0049,-0.0436
-0.0174,0.025,-0.0192
-0.0083,0.0377,-0.0093
0.129,0.2075,-0.0185
-0.0141,0.0313,-0.0241
-0.0068,0.0302,-0.0133
0.1028,0.1587,-0.0033
-0.0325,0.0135,-0.0348
-0.0235,0.0844,-0.0676
-0.021,0.0514,-0.0229
-0.0601,0.0163,-0.0612
0.0676,0.139,-0.0058
0.0734,0.1263,-0.0046
0.0026,0.0802,-0.0025
-0.0073,0.0495,-0.0196
0.0344,0.0665,-0.0426
-0.0199,0.0173,-0.0199
0.1036,0.1482,-0.0053
-0.0131,0.0453,-0.0196
-0.0246,0.0021,-0.0281
-0.0207,0.0053,-0.0219
-0.0232,0.016,-0.0254
-0.0336,0.0113,-0.0342
-0.0272,0.0005,-0.0286
0.0615,0.0825,-0.0057
-0.0164,0.0079,-0.0176
0.0246,0.0751,-0.0009
-0.033,0.0063,-0.0337
-0.0207,0.0371,-0.0283
-0.0052,0.0535,-0.0088
0.0087,0.0592,-0.0066
-0.0237,0.0143,-0.0249
-0.0115,0.0404,-0.014
-0.0237,0.0162,-0.0268
0.0021,0.0361,-0.0161
-0.0147,0.0121,-0.017
-0.0148,0.0163,-0.0158
-0.0017,0.0345,-0.0048
0.2048,0.3456,-0.0004
-0.0612,0.008,-0.0609
-0.047,0.0093,-0.0502
-0.031,0.0406,-0.0392
-0.0481,0.0017,-0.0507
-0.0384,0.0013,-0.0414
-0.0209,0.0299,-0.0244
-0.0276,0.021,-0.0333
-0.0286,0.0207,-0.0307
-0.031,0.0172,-0.0334
-0.0314,0.0192,-0.0333
-0.0322,0.0044,-0.0318
-0.0011,0.0399,-0.0217
0.0589,0.111,-0.004
0.027,0.053,-0.0013
0.0032,0.0561,-0.0085
-0.031,0.0333,-0.0419
-0.0355,0.016,-0.0405
0.3217,0.4137,-0.0121
-0.0171,0.0677,-0.0354
-0.0462,0.0117,-0.0472
-0.0098,0.046,-0.0118
0.011,0.1033,-0.0236
-0.0674,0.021,-0.075
-0.0201,0.0177,-0.0237
0.0876,0.1561,-0.0232
0.0453,0.1085,-0.0064
0.1148,0.2002,-0.0307
-0.0426,0.0092,-0.0421
-0.0398,0.0109,-0.0411
0.0387,0.0826,-0.0196
0.0748,0.1376,-0.0109
-0.0035,0.0297,-0.0081
-0.0275,0.0108,-0.0296
-0.0222,0.0164,-0.0299
-0.0138,0.0096,-0.0224
-0.0128,0.0043,-0.0169
0.0057,0.0437,-0.0076
-0.0277,0.0311,-0.0301
-0.0146,0.0383,-0.0223
-0.032,0.0004,-0.0331
-0.0122,0.0324,-0.0139
